GPS_TIME (ms),LONG (deg),LAT (deg),ELEV (m),SPEED (m/s),SYSTEM_TIME (ms),ACCEL_Y (m/s^2),ACCEL_X (m/s^2),ACCEL_Z (m/s^2),PITCH_RATE (rad/s),ROLL_RATE (rad/s),YAW_RATE (rad/s),PITCH (rad),ROLL (rad),MATH_GRID_X,MATH_GRID_Y,MATH_GRID_Z,MATH_GRID_X_DELTA,MATH_GRID_Y_DELTA,MATH_GRID_X_SPEED,MATH_GRID_Y_SPEED,MATH_GRID_X_ACCEL,MATH_GRID_Y_ACCEL,MATH_DISTANCE_FROM_PREV,MATH_ELAPSED_DISTANCE,MATH_CALC_SPEED,MATH_GNSS_SPEED_LAG,MATH_RADIUS,MATH_RADIUS_DIFFERENTIAL
69009000,-81.85605778,41.39765775,240.4,18.09815554,1747595408996,-2.139576912,-5.441719532,8.3260746,0.04066210613,-0.1171807945,0.7773261666,-0.7284290425,-0.3488252398,677988.1816,-4737978.975,239.6,134.9404245,-226.3555695,-14.82178954,9.859297425,-5.488301451,-7.461272509,1.780143788,637.8411751,17.80143788,-0.2967176555,-43.12285547,0.01519653814
69009100,-81.85607618,41.39766597,240.4,17.73804443,1747595409078,-4.095515251,-5.641112328,10.20466328,0.118963927,-0.3100735247,-1.207408428,-0.7229670255,-0.3584019572,677986.6489,-4737978.062,239.6,133.4076441,-225.4422872,-15.32780449,9.132822882,-5.29580712,-7.443715398,1.784236655,639.6254118,17.84236655,0.1043221231,-44.0274118,-0.009045563278
69009200,-81.85609543,41.39767352,240.4,18.24219998,1747595409195,-2.1254251,-4.211892128,8.887854576,0.09547840804,0.4922818542,1.081073284,-0.7151974998,-0.3422902225,677985.0617,-4737977.217,239.6,131.8205087,-224.5972045,-15.87135351,8.45082636,-5.043666732,-7.349726037,1.79809991,641.4235117,17.9809991,-0.2612008883,-45.9921504,-0.01964738604
69009300,-81.85611492,41.3976804,240.5,18.13416665,1747595409282,-11.01685333,-9.518767357,10.88222694,-0.1222373247,-0.1851321459,1.504387379,-0.7199259213,-0.3465099095,677983.4202,-4737976.44,239.7,130.1790185,-223.8203216,-16.41490254,7.768829847,-4.70919432,-7.234156821,1.816049951,643.2395617,18.16049951,0.02633286133,-48.6239368,-0.02631786397
69009400,-81.85613555,41.39768654,240.5,18.48141665,1747595409374,-7.442747116,-6.522580504,9.831632614,-0.1206632443,-0.1961254328,0.9372353703,-0.7102166763,-0.3601672089,677981.7042,-4737975.718,239.7,128.4630161,-223.0982948,-17.16002345,7.22026743,-4.63273829,-7.071695914,1.861716054,645.1012777,18.61716054,0.135743891,-52.66986853,-0.04045931727
69009500,-81.85615618,41.39769268,240.5,18.82866665,1747595409465,-3.8686409,-3.526393652,8.781038284,-0.1190891638,-0.2071187198,0.3700833619,-0.7005074313,-0.3738245083,677979.9449,-4737975.055,239.7,126.7036411,-222.4355721,-17.59375055,6.627226993,-4.743305052,-6.83987896,1.880053712,646.9813314,18.80053712,-0.02812952967,-55.36646202,-0.02696593492
69009600,-81.85617905,41.39769843,240.5,18.90583332,1747595409574,-2.655662775,-2.85346508,7.010965347,-0.1417700797,-0.5659544468,-0.8037573099,-0.6864729934,-0.4145761959,677978.1418,-4737974.45,239.7,124.9006153,-221.8306709,-18.03025795,6.049012551,-4.622495072,-6.715513,1.901790616,648.883122,19.01790616,0.11207284,-58.41262567,-0.03046163646
69009700,-81.8562009,41.39770332,240.5,19.22478887,1747595409716,-0.9408125877,-6.091096878,8.579349518,-0.07151645422,0.1043039262,-0.1215353608,-0.6842799471,-0.3899755612,677976.2985,-4737973.905,239.7,123.0572751,-221.2850736,-18.43340173,5.455972115,-4.443366008,-6.717712191,1.922388959,650.805511,19.22388959,-0.0008992787856,-60.77916397,-0.02366538306
69009800,-81.856223,41.3977076,240.5,19.34825554,1747595409799,-5.94342804,-5.082733154,11.31875706,0.1257753074,0.4786158204,-0.1961629838,-0.679590421,-0.3713149081,677974.4148,-4737973.419,239.7,121.1736206,-220.7987805,-18.83654551,4.862931659,-4.341251942,-6.679314312,1.945413969,652.750925,19.45413969,0.1058841511,-63.54145526,-0.02762291282
69009900,-81.85624605,41.39771108,240.5,19.59261665,1747595409897,-3.462946951,-4.289274216,10.15831661,0.02879527584,-0.1290484667,-0.4156539068,-0.6708437494,-0.3991665795,677972.5151,-4737973.003,239.7,119.2738403,-220.3829109,-18.99780302,4.158696141,-3.828159445,-6.474281353,1.94476547,654.6956904,19.4476547,-0.144961954,-67.13590248,-0.03594447224
69010000,-81.8562691,41.39771455,240.5,19.83697776,1747595409995,-0.9824658632,-3.495815277,8.997876167,-0.06818475574,-0.7367127538,-0.6351448298,-0.6620970779,-0.427018251,677970.5847,-4737972.653,239.7,117.3434766,-220.0333876,-19.30363623,3.495232118,-2.890091579,-6.173374871,1.961751817,656.6574423,19.61751817,-0.2194595871,-74.10466553,-0.06968763046
69010100,-81.85629293,41.39771713,240.5,20.06847776,1747595410077,4.977437973,-1.721025825,5.078872681,-0.2417607009,-0.5128826499,-0.1003457606,-0.6524504418,-0.432254152,677968.626,-4737972.369,239.7,115.3847539,-219.7487282,-19.58722703,2.846594155,-2.00786606,-5.6047496,1.979299272,658.6367415,19.79299272,-0.2754850374,-85.24801941,-0.1114335389
69010200,-81.85631662,41.39771903,240.6,20.16107776,1747595410195,5.879840851,-2.119151831,5.741758347,-0.6740712523,-0.2586319149,1.2587713,-0.6013515729,-0.3959206426,677966.6589,-4737972.142,239.8,113.4176903,-219.5220756,-19.67063608,2.266526464,-1.04176795,-4.805046484,1.980078448,660.61682,19.80078448,-0.3602932785,-101.7536096,-0.1650559024
69010300,-81.85634042,41.3977204,240.6,19.78038887,1747595410310,7.600502014,1.663975954,9.286212921,-0.1647261828,-0.2408585846,0.1514549851,-0.5450522962,-0.3429985966,677964.6576,-4737971.983,239.8,111.416429,-219.3630666,-20.01261322,1.590089686,-0.1114074872,-3.807792453,2.007568363,662.6243883,20.07568363,0.2952947549,-134.6601741,-0.3290656446
69010400,-81.85636397,41.39772127,240.6,19.67749998,1747595410398,4.518561363,1.812666893,9.100614548,-0.00545846764,-0.2829122841,0.4407390654,-0.5137936259,-0.3272847582,677962.6352,-4737971.872,239.8,109.3940374,-219.2518715,-20.22391617,1.111950837,0.9340960085,-2.707061702,2.025446172,664.6498345,20.25446172,0.5769617416,-196.8062887,-0.6214611455
69010500,-81.85638907,41.3977217,240.5,19.30452776,1747595410482,4.967548132,3.467819452,9.40122366,0.1425081673,-0.00632275641,0.09677309543,-0.4689839625,-0.2723424264,677960.6362,-4737971.783,239.7,107.3950003,-219.1632861,-19.99037081,0.8858541679,1.639105684,-1.484000614,2.000998907,666.6508334,20.00998907,0.7054613082,-360.8943172,-1.640880286
69010600,-81.85641417,41.39772213,240.4,18.93155554,1747595410566,5.416534901,5.122972012,9.701832771,0.2904748023,0.2702667713,-0.2471928746,-0.4241742992,-0.2174000946,677958.665,-4737971.701,239.6,105.4237662,-219.0813724,-19.71234061,0.8191371057,2.219506207,-0.184167988,1.97293527,668.6237687,19.7293527,0.7977971627,-5379.190377,-50.1829606
69010700,-81.85643645,41.39772302,240.4,18.77207776,1747595410682,3.839297771,6.536005974,9.280780792,0.006432147697,0.1929522604,-0.5351291299,-0.3612344563,-0.1808873001,677956.7235,-4737971.598,239.6,103.4822814,-218.977961,-19.41484831,1.034114286,2.655024735,1.144714424,1.944236938,670.5680056,19.44236938,0.6702916204,373.188275,57.52378652
69010800,-81.85645858,41.39772408,240.4,18.32965554,1747595410766,3.813672066,4.997846603,9.777824402,-0.1471197009,0.01266011037,-0.08589884639,-0.3366006877,-0.1611340803,677954.8479,-4737971.451,239.6,101.6066897,-218.8315541,-18.75591675,1.464068601,3.106153486,2.319938754,1.881297186,672.4493028,18.81297186,0.4833163165,175.2036852,-1.979845898
69010900,-81.85648035,41.39772592,240.4,17.96439998,1747595410892,3.946353436,3.713059664,9.173441887,0.2319139838,0.1795850396,-0.3262150288,-0.2944178649,-0.118956946,677953.0527,-4737971.246,239.6,99.81144878,-218.6258432,-17.9524095,2.057109056,3.329241129,3.395927174,1.806988391,674.2562912,18.06988391,0.1054839252,109.6743721,-0.6552931305
69011000,-81.8565015,41.39772828,240.4,17.81006665,1747595411001,5.45569849,5.920332432,10.83952236,-0.1109021604,-0.2950895131,-0.6236001253,-0.2474733262,-0.09423909703,677951.2908,-4737970.991,239.6,98.04957146,-218.3708358,-17.61877327,2.550073918,3.687172055,4.166719823,1.780236075,676.0365273,17.80236075,-0.007705897681,85.7751953,-0.2389917682
69011100,-81.85652178,41.39773138,240.45,17.48853887,1747595411083,3.544857264,4.121629238,10.02433491,0.03186522424,-0.05174978077,-0.7069265544,-0.2261149478,-0.0789364836,677949.5684,-4737970.675,239.65,96.32717442,-218.0554124,-17.22397039,3.154233871,4.096100935,4.679777832,1.751040683,677.787568,17.51040683,0.02186795903,72.18175006,-0.1359344524
69011200,-81.85654207,41.39773448,240.5,17.1670111,1747595411165,1.634016037,2.322926044,9.209147453,0.1746326089,0.1915899515,-0.7902529836,-0.2047565694,-0.06363387017,677947.8819,-4737970.306,239.7,94.64064327,-217.6866154,-16.86531145,3.687970284,4.366637308,4.895873373,1.726383083,679.513951,17.26383083,0.09681973497,65.4904146,-0.06691335467
69011300,-81.85656183,41.39773827,240.5,16.96637776,1747595411260,6.560967922,0.3869307041,8.440678596,-0.1332618147,0.1853726357,0.9094367623,-0.1938112142,-0.04023170995,677946.2315,-4737969.892,239.7,92.99025605,-217.272599,-16.5038722,4.140163604,4.54287155,4.724579399,1.701525058,681.2154761,17.01525058,0.04887281436,63.85385721,-0.01636557382
69011400,-81.85658145,41.3977425,240.5,16.84805554,1747595411372,6.795198917,1.123362064,10.43229771,-0.1216692403,0.2411541045,0.8341242671,-0.1771081284,-0.003933930551,677944.5891,-4737969.441,239.7,91.34793171,-216.8207764,-16.42324344,4.518226897,4.374890052,4.174619913,1.703341714,682.9188178,17.03341714,0.185361598,70.19615583,0.06342298612
69011500,-81.85660043,41.3977469,240.5,16.35418887,1747595411483,4.879702568,-0.2893806696,9.722801208,0.01160713099,-0.1595305502,-0.8403964043,-0.1722746087,0.01758405506,677942.9549,-4737968.951,239.7,89.71367024,-216.3311473,-16.34261469,4.8962902,3.920898288,3.230812723,1.706032569,684.6248504,17.06032569,0.7061368124,86.53699557,0.1634083974
69011600,-81.85662023,41.3977517,240.5,15.96578332,1747595411569,3.548960924,-2.464087546,9.372592926,-0.03092276026,-0.1278346628,-0.2120320797,-0.1828988527,0.03376858851,677941.3557,-4737968.441,239.7,88.11444057,-215.8215032,-15.99229664,5.09644133,3.53364649,2.06888044,1.678473313,686.3033237,16.78473313,0.8189498089,115.9729257,0.2943593014
69011700,-81.85664003,41.3977565,240.5,15.57737776,1747595411654,2.21821928,-4.638794422,9.022384644,-0.0734526515,-0.09613877535,0.4163322449,-0.1935230967,0.04995312196,677939.8024,-4737967.93,239.7,86.56122491,-215.3098205,-15.53215668,5.116827106,3.065130625,0.6632567921,1.635328134,687.9386518,16.35328134,0.7759035797,210.4607789,0.9448785317
69011800,-81.8566577,41.39776118,240.5,15.44362221,1747595411791,0.9276252389,-4.870742798,10.17437553,-0.07954391092,0.08997361362,0.7212592959,-0.2185005772,0.07423196941,677938.2847,-4737967.42,239.7,85.04345809,-214.7998057,-15.17766818,5.100147836,2.553869552,-0.5736658112,1.601165574,689.5398174,16.01165574,0.5680335274,1186.753667,9.762928882
69011900,-81.85667456,41.39776551,240.5,15.11952221,1747595411881,1.590565234,-5.29967165,9.437451839,-0.1192820556,-0.01896250993,0.6888291538,-0.2403378817,0.07183564116,677936.8211,-4737966.929,239.7,83.57990716,-214.3090647,-14.63550931,4.907409698,2.207163447,-1.959805784,1.54363468,691.0834521,15.4363468,0.3168245939,-256.4763257,-14.43229993
69012000,-81.85669142,41.39776983,240.5,14.79542221,1747595411971,2.25350523,-5.728600502,8.700528145,-0.1590202004,-0.1278986335,0.6563990116,-0.2621751861,0.06943931291,677935.4107,-4737966.469,239.7,82.16945999,-213.8494584,-14.10447164,4.596063467,2.129716722,-3.038677976,1.483441673,692.5668938,14.83441673,0.03899451742,-122.4815124,1.339948132
69012100,-81.85670797,41.39777377,240.5,14.26554443,1747595412086,-3.271896839,-8.953032494,9.719255447,0.0794121474,-0.04909300804,-0.5447271466,-0.2949427975,0.05786996228,677934.015,-4737966.053,239.7,80.77374843,-213.4332181,-13.95711564,4.162402628,1.779920386,-4.120082592,1.456456908,694.0233507,14.56456908,0.2990246526,-76.41103357,0.4607047888
69012200,-81.85672458,41.39777717,240.5,14.53305554,1747595412198,-2.88249588,-7.486534119,10.02128887,-0.1225298122,-0.08182593435,1.677137136,-0.3190128073,0.05020638112,677932.6213,-4737965.696,239.7,79.38012209,-213.0760966,-13.93626338,3.571215449,1.490201837,-4.992237595,1.43865568,695.4620063,14.3865568,-0.1464987389,-57.36211859,0.1904891498
69012300,-81.85674137,41.3977799,240.5,13.93115554,1747595412288,-5.219540596,-6.260904312,9.597757339,0.1017633528,-0.2108218372,-0.5430078506,-0.334460755,0.03699631193,677931.2298,-4737965.398,239.7,77.98858098,-212.7780938,-13.91541111,2.980028242,1.157510857,-5.880671407,1.423092529,696.8850989,14.23092529,0.2997697507,-45.47143982,0.1189067877
69012400,-81.8567581,41.39778157,240.5,13.90800554,1747595412382,-5.823937893,-6.682839632,9.924830914,0.09408523142,-0.08956290781,0.4579817653,-0.3457276728,0.01716854962,677929.8227,-4737965.183,239.7,76.58147018,-212.5631166,-14.07110802,2.14977162,1.029829648,-6.421949262,1.423438087,698.308537,14.23438087,0.3263753304,-40.46320728,0.05008232541
69012500,-81.85677483,41.39778323,240.5,13.88485554,1747595412476,-6.42833519,-7.104774952,10.25190449,0.0864071101,0.03169602156,1.458971381,-0.3569945905,-0.002659212689,677928.407,-4737965.044,239.7,75.16574044,-212.4244934,-14.15729738,1.386232041,0.5046988756,-7.064995389,1.422500293,699.7310373,14.22500293,0.3401473867,-35.83913571,0.04624071569
69012600,-81.85679232,41.39778343,240.5,14.47646665,1747595412580,-0.6724205017,-5.302488804,8.153165817,-0.1200926229,-0.07417488843,0.834721148,-0.3694312767,-0.02953927066,677926.9887,-4737964.98,239.7,73.74750843,-212.3603709,-14.18232009,0.6412249804,-0.08181395219,-7.50091839,1.419680854,701.1507181,14.19680854,-0.2796581153,-33.24080959,0.02598326114
69012700,-81.85680945,41.3977834,240.5,13.91057777,1747595412668,-5.038402557,-5.631554127,9.864286423,-0.1193370968,-0.287683934,-0.01442143228,-0.3799357501,-0.03955191715,677925.5685,-4737964.979,239.7,72.32733021,-212.3596296,-14.20178221,0.007413011044,-0.4884887752,-7.780311655,1.420178414,702.5708965,14.20178414,0.291206375,-32.05251262,0.01188296968
69012800,-81.85682638,41.39778278,240.5,14.44045554,1747595412792,-5.003448486,-6.559313297,9.629758835,-0.0877911225,-0.1655329168,0.7811778188,-0.3910888813,-0.06125197511,677924.1409,-4737965.065,239.7,70.89964518,-212.4452498,-14.27685036,-0.8562021516,-0.7391703956,-7.861651149,1.430250112,704.0011466,14.30250112,-0.1379544185,-32.43235738,-0.003798447525
69012900,-81.85684323,41.3977816,240.5,14.17808888,1747595412888,-5.488324642,-5.200154305,9.56254673,0.07238744944,-0.08327917755,-0.3180770576,-0.3944514365,-0.08328188326,677922.7182,-4737965.204,239.7,69.47696468,-212.5846143,-14.22680493,-1.393645043,-1.162427962,-7.815189619,1.429490206,705.4306368,14.29490206,0.1168131826,-32.98264994,-0.005502925593
69013000,-81.85686042,41.39777938,240.5,14.35814443,1747595412979,-4.832681894,-3.820130467,9.613016129,0.08054151759,-0.140577063,-0.4230891913,-0.3867482918,-0.09903417883,677921.2927,-4737965.416,239.7,68.05150389,-212.7962556,-14.25460794,-2.116413098,-1.164863796,-7.454353871,1.441086576,706.8717234,14.41086576,0.05272133165,-35.69398367,-0.02711333738
69013100,-81.8568776,41.39777717,240.5,14.53819999,1747595413069,-4.177039146,-2.44010663,9.663485527,0.08869558573,-0.1978749484,-0.528101325,-0.3790451472,-0.1147864744,677919.8634,-4737965.699,239.7,66.62215067,-213.0794324,-14.29353217,-2.831768123,-0.9848712817,-6.88426247,1.45713408,708.3288575,14.5713408,0.03314081005,-40.09298363,-0.04398999952
69013200,-81.8568949,41.39777388,240.5,15.0372111,1747595413186,-1.929014444,-0.6234493256,10.35735226,0.0006524519995,-0.208813414,0.1170453727,-0.3599536228,-0.1272799398,677918.4279,-4737966.056,239.7,65.18668079,-213.4358127,-14.35469881,-3.563802438,-0.9016849047,-6.206932115,1.479047213,709.8079047,14.79047213,-0.2467389683,-46.73328095,-0.06640297326
69013300,-81.85691207,41.39777005,240.5,14.91888888,1747595413309,-1.067430019,-0.04440808296,9.347951889,0.2688709497,0.01692006737,-0.2135684937,-0.3269525209,-0.1359380981,677916.9919,-4737966.462,239.7,63.75065485,-213.842416,-14.36025942,-4.066033559,-0.8191483865,-5.338902832,1.492480082,711.3003848,14.92480082,0.005911941383,-56.27469278,-0.09541411823
69013400,-81.85692928,41.39776557,240.5,15.24298888,1747595413391,1.209027767,1.211925983,9.339058399,0.06592683494,-0.0725032948,0.1293919161,-0.3057711086,-0.1404671169,677915.5261,-4737966.947,239.7,62.28487968,-214.3272266,-14.65775172,-4.848105656,-0.5899484399,-4.285457555,1.543871154,712.844256,15.43871154,0.1957226639,-76.40052485,-0.2012583208
69013500,-81.8569465,41.3977611,240.5,15.56708888,1747595413473,3.485485554,2.46826005,9.330164909,-0.1370172799,-0.161926657,0.4723523259,-0.2845896964,-0.1449961356,677914.0495,-4737967.471,239.7,60.80826133,-214.8516967,-14.7661835,-5.244701449,-0.5726249467,-3.375916425,1.566994156,714.4112501,15.66994156,0.102852682,-102.360777,-0.2596025213
69013600,-81.85696547,41.39775537,240.4,15.99922221,1747595413597,5.757990837,1.557430506,9.246231079,-0.07192566991,-0.02183898911,-0.111850068,-0.2660134712,-0.1334303017,677912.5616,-4737968.017,239.6,59.32038275,-215.3969233,-14.87878572,-5.452265609,-0.4377862147,-2.360105662,1.584630761,715.9958809,15.84630761,-0.1529145974,-151.6531147,-0.4929233767
69013700,-81.85698342,41.3977503,240.4,16.0558111,1747595413704,6.148582458,2.741518497,8.797527313,-0.01384423487,0.08111851662,0.04025132954,-0.2382548619,-0.1032446679,677911.0633,-4737968.568,239.6,57.82207805,-215.9486362,-14.98304705,-5.517129404,-0.2481867087,-1.151530087,1.596654051,717.5925349,15.96654051,-0.08927059204,-319.8345178,-1.681814032
69013800,-81.85700126,41.39774553,240.4,15.92205554,1747595413786,4.733365297,3.332075477,9.302083492,0.00007467763498,-0.03528640047,-0.6444014534,-0.2117266138,-0.08311974262,677909.5536,-4737969.121,239.6,56.31237411,-216.5009052,-15.09703943,-5.522689158,-0.05750107775,0.02357306957,1.607546873,719.2000818,16.07546873,0.1534131915,7703.399995,80.23234513
69013900,-81.8570191,41.39774077,240.4,15.78829999,1747595413867,3.318148136,3.922632456,9.806639671,0.01399359014,-0.1516913176,-1.329054236,-0.1851983656,-0.06299481735,677908.065,-4737969.639,239.6,54.82380046,-217.0194449,-14.88573648,-5.185397398,0.04307695453,1.013060271,1.576304212,720.776386,15.76304212,-0.02525786866,328.7052971,-73.74694698
69014000,-81.857037,41.39773627,240.4,15.48992221,1747595413983,6.891254902,4.420373917,9.278992653,-0.03652827442,0.06245377287,-0.09739134461,-0.1519816221,-0.02499354123,677906.5856,-4737970.129,239.6,53.34440181,-217.5090739,-14.79398652,-4.896290181,0.3705236271,2.300315733,1.558318628,722.3347046,15.58318628,0.09326406832,146.3190677,-1.823862294
69014100,-81.8570547,41.39773205,240.3,15.55165554,1747595414167,5.117965698,4.474515915,9.367220879,-0.01923802495,0.1617192924,0.3058084249,-0.1043804564,0.0241616819,677905.1208,-4737970.583,239.5,51.87959974,-217.9631205,-14.64802067,-4.540465921,0.6434322119,3.410915551,1.533559064,723.8682637,15.33559064,-0.2160649024,95.38382714,-0.5093524061
69014200,-81.8570721,41.39772828,240.3,14.74912221,1747595414189,2.762751818,4.72055006,10.07027149,-0.03826117143,-0.1442438513,-1.174824476,-0.09264861683,0.02875294969,677903.6707,-4737970.984,239.5,50.42953327,-218.3643494,-14.50066467,-4.012289271,0.8781536802,4.252342586,1.504552229,725.3728159,15.04552229,0.2964000793,72.76983764,-0.2261398949
69014300,-81.85708907,41.39772512,240.3,14.79027777,1747595414297,5.979476452,5.007997513,8.90875721,0.06934282929,0.1523210257,0.08347474039,-0.06518830166,0.05782112986,677902.2364,-4737971.338,239.5,48.99517551,-218.7186911,-14.3435776,-3.543416671,1.123391035,5.072147322,1.477477649,726.8502936,14.77477649,-0.01550127902,58.1717555,-0.1459808214
69014400,-81.85710603,41.39772272,240.3,14.54077221,1747595414385,4.526521444,5.551394939,9.3050313,0.01505655237,-0.06561500579,-0.3303131238,-0.03854434443,0.06836168864,677900.8048,-4737971.645,239.5,47.56359805,-219.0252189,-14.31577459,-3.065277813,1.37578137,5.92744799,1.4640264,728.31432,14.640264,0.09949179216,48.23322191,-0.09938533597
69014500,-81.85712298,41.39772033,240.3,14.29126665,1747595414473,3.073566437,6.094792366,9.701305389,-0.03922972456,-0.2835510373,-0.7441009879,-0.01190038719,0.07890224742,677899.3907,-4737971.888,239.5,46.1495365,-219.2683655,-14.14061557,-2.431465834,1.343020345,6.079046246,1.434813698,729.7491337,14.34813698,0.05687032393,44.20241054,-0.0403081137
69014600,-81.85714052,41.39771827,240.3,13.78196665,1747595414594,2.800753355,6.817459583,9.530690193,-0.07647445798,-0.1943459362,-0.7967184186,0.02696941652,0.09891165442,677897.986,-4737972.061,239.5,44.74478895,-219.4416445,-14.04747545,-1.732790051,1.405915699,6.38924625,1.41539439,731.1645281,14.1539439,0.3719772462,40.14261646,-0.04059794079
69014700,-81.85715687,41.39771735,240.3,13.91572221,1747595414701,3.43132925,7.688127995,8.793271065,-0.003099753521,-0.003089905484,-0.2565663457,0.05813878912,0.1015836135,677896.5904,-4737972.182,239.5,43.3492164,-219.5622911,-13.95572549,-1.206466658,1.379775955,6.627176093,1.400777769,732.5653058,14.00777769,0.09205547603,37.37870947,-0.02763906987
69014800,-81.85717328,41.39771733,240.25,13.83083888,1747595414785,3.216377497,6.792410612,8.923538685,0.03647857951,0.09129739518,-0.1752853133,0.08143406692,0.1103059231,677895.2075,-4737972.229,239.45,41.96629423,-219.6089931,-13.82922175,-0.4670193512,1.260661056,6.699494709,1.383710524,733.9490164,13.83710524,0.006266359156,35.50979533,-0.0186891414
69014900,-81.85718968,41.3977173,240.2,13.74595554,1747595414868,3.001425743,5.89669323,9.053806305,0.07605691254,0.1856846958,-0.09400428087,0.1047293447,0.1190282326,677893.8488,-4737972.196,239.4,40.60756068,-219.5763759,-13.58733549,0.3261722438,1.19236688,6.697113781,1.35912499,735.3081413,13.5912499,-0.1547056406,33.85047354,-0.01659321793
69015000,-81.85720588,41.39771823,240.2,13.43214443,1747595414970,4.296877861,7.729722023,7.713628292,0.1424177289,0.2583179474,-0.3745322526,0.1444624087,0.1294451675,677892.5,-4737972.096,239.4,39.25883622,-219.4763003,-13.48724461,1.000755755,1.384938461,7.050334156,1.352432177,736.6605735,13.52432177,0.09217733671,31.58045529,-0.02270018246
69015100,-81.85722197,41.39771973,240.2,13.68936665,1747595415088,5.082571983,8.229353905,8.477814674,-0.116691947,0.1196820885,-0.2866778672,0.1757691008,0.1294585548,677891.1634,-4737971.932,239.4,37.92220607,-219.3126582,-13.36630148,1.636420982,1.503676169,7.169780731,1.346610147,738.0071837,13.46610147,-0.2232651806,30.58704747,-0.009934078244
69015200,-81.85723772,41.39772185,240.2,13.3704111,1747595415220,5.19672823,9.310031891,9.325530052,0.1462361664,-0.07800964266,-1.721445799,0.2113081191,0.1392444247,677889.8444,-4737971.683,239.4,36.60323084,-219.0633959,-13.18975231,2.492623124,1.73658894,7.306408792,1.342321631,739.3495053,13.42321631,0.05280520711,29.56485763,-0.01022189842
69015300,-81.8572534,41.39772468,240.2,13.61219999,1747595415307,6.946955681,9.920431137,8.937159538,-0.06577138603,0.123058714,0.5186001658,0.2432061378,0.1525422464,677888.5396,-4737971.37,239.4,35.29843515,-218.7498257,-13.04795691,3.135701362,2.000199554,7.485814912,1.341945612,740.6914509,13.41945612,-0.1927438655,28.61627955,-0.009485780803
69015400,-81.85726875,41.39772851,240.15,13.60705554,1747595415403,6.642159462,10.1389451,9.722785473,0.03457380086,0.01939485967,-0.5856682956,0.2689838058,0.1626373933,677887.254,-4737971.006,239.35,34.01282354,-218.3858472,-12.85611608,3.639785741,2.345755911,7.518960187,1.33614281,742.0275937,13.3614281,-0.2456274455,27.8997357,-0.007165438504
69015500,-81.8572841,41.39773233,240.1,13.6019111,1747595415498,6.337363243,10.35745907,10.50841141,0.1349189878,-0.08426899463,-1.689936757,0.2947614738,0.1727325401,677885.9941,-4737970.555,239.3,32.75292972,-217.9356924,-12.59893815,4.501547646,2.626158311,7.425007177,1.337898254,743.365492,13.37898254,-0.2229285613,27.9685737,0.0006883800739
69015600,-81.85729903,41.3977361,240.1,13.36012221,1747595415604,4.232365608,7.581681252,9.459402084,-0.05115670711,-0.2209469378,-0.6359139681,0.3165834522,0.1881746419,677884.7589,-4737970.035,239.3,31.51764158,-217.4152994,-12.35288143,5.203929916,3.012555745,7.400640475,1.340427418,744.7059194,13.40427418,0.04415196712,27.67799639,-0.002905773177
69015700,-81.85731324,41.39774209,240.1,13.46815554,1747595415688,4.203159094,7.810658932,9.089206696,-0.03018144146,-0.1639068313,-0.698820442,0.3302853035,0.1929756402,677883.5578,-4737969.443,239.3,30.31655115,-216.8235562,-12.0109043,5.917431712,3.368069014,7.377727772,1.338946676,746.0448661,13.38946676,-0.07868878478,27.21617464,-0.004618217486
69015800,-81.85732745,41.39774808,240.1,13.57618888,1747595415772,4.173952579,8.039636612,8.719011307,-0.009206175804,-0.1068667248,-0.7617269158,0.3439871548,0.1977766386,677882.4062,-4737968.763,239.3,29.1649501,-216.1432276,-11.51601055,6.803285871,3.779311025,7.21410972,1.337547,747.3824131,13.37547,-0.2007188792,27.06729836,-0.001488762735
69015900,-81.85734075,41.39775512,240.1,13.62763332,1747595415880,4.409945488,9.182537079,8.244001389,-0.2735416591,0.01300360449,-0.09563411027,0.3543235068,0.196853249,677881.2971,-4737967.993,239.3,28.05588766,-215.3730164,-11.09062436,7.702112785,4.069420398,7.05687113,1.350275861,748.7326889,13.50275861,-0.1248747136,27.66037734,0.005930789763
69016000,-81.85735313,41.39776292,240.05,13.61219999,1747595415975,6.007623672,9.914252281,8.510784626,-0.2244784534,-0.1146214893,-1.006445471,0.3734930321,0.194118536,677880.2321,-4737967.163,239.25,26.99089301,-214.5436864,-10.64994651,8.293300001,4.604976168,7.046511334,1.349815489,750.0825044,13.49815489,-0.1140450968,26.74624932,-0.009141280239
69016100,-81.85736552,41.39777073,240,13.59676665,1747595416069,7.605301857,10.64596748,8.777567863,-0.1754152477,-0.2422465831,-1.917256832,0.3926625573,0.1913838229,677879.2204,-4737966.263,239.2,25.97914114,-213.6430062,-10.11751869,9.006801778,4.985229492,6.888485157,1.354572488,751.4370769,13.54572488,-0.0510417704,26.71676883,-0.0002948048813
69016200,-81.85737708,41.39777938,240,13.71508888,1747595416181,2.211140633,8.441720009,9.941235542,-0.1158531755,-0.2435831726,-0.9802277088,0.4322334082,0.1966048219,677878.2611,-4737965.303,239.2,25.01993698,-212.683022,-9.592041625,9.599842224,5.375062542,6.647168675,1.357071233,752.7941481,13.57071233,-0.1443765427,26.69083354,-0.0002593528824
