GPS_TIME (ms),LONG (deg),LAT (deg),ELEV (m),SPEED (m/s),SYSTEM_TIME (ms),ACCEL_Y (m/s^2),ACCEL_X (m/s^2),ACCEL_Z (m/s^2),PITCH_RATE (rad/s),ROLL_RATE (rad/s),YAW_RATE (rad/s),PITCH (rad),ROLL (rad),MATH_GRID_X,MATH_GRID_Y,MATH_GRID_Z,MATH_GRID_X_DELTA,MATH_GRID_Y_DELTA,MATH_GRID_X_SPEED,MATH_GRID_Y_SPEED,MATH_GRID_X_ACCEL,MATH_GRID_Y_ACCEL,MATH_DISTANCE_FROM_PREV,MATH_ELAPSED_DISTANCE,MATH_CALC_SPEED,MATH_GNSS_SPEED_LAG,MATH_RADIUS,MATH_RADIUS_DIFFERENTIAL
68978500,-81.85795685,41.39859707,237.8,12.3981111,1747595378505,1.388375998,-6.359506607,10.86040115,0.3940085471,-0.07259480655,-0.7793364525,-0.2624329544,0.02976019147,677829.9599,-4737874.413,237,-23.28127517,-121.7932725,-1.695984171,-12.35006729,6.910668101,1.932373535,1.246597467,151.1545816,12.46597467,0.06786356713,-28.88369147,0.0171393371
68978600,-81.85795723,41.39858633,237.8,11.99941666,1747595378586,1.600765109,-5.111318946,10.50992155,0.1831863932,0.0001304075122,0.1138660312,-0.2646763515,0.03906112958,677829.865,-4737875.62,237,-23.37622248,-123.0001098,-0.9494731063,-12.0683731,6.732743319,2.368296557,1.210566513,152.3651481,12.10566513,0.1062484781,-27.41274641,0.01470945051
68978700,-81.85795762,41.39857558,237.8,11.60072221,1747595378666,1.813154221,-3.863131285,10.15944195,-0.02763576061,0.07285562158,1.007068515,-0.2669197486,0.04836206769,677829.8541,-4737876.792,237,-23.38706566,-124.1724766,-0.1084317768,-11.72366833,6.721527585,2.892889687,1.172416976,153.5375651,11.72416976,0.123447551,-25.00193317,0.02410813247
68978800,-81.85795678,41.3985654,237.8,11.3332111,1747595378800,3.604393959,-6.002297878,9.547340393,-0.2253670245,-0.1241741106,0.8538867831,-0.2886226994,0.05193865631,677829.9139,-4737877.925,237,-23.32728917,-125.3053692,0.5977649125,-11.32892578,6.404855831,3.290069507,1.13446852,154.6720336,11.3446852,0.01147409479,-23.79294095,0.01208992213
68978900,-81.85795538,41.3985555,237.8,10.8239111,1747595378893,-2.584903002,-7.700881958,10.47737694,0.09418172389,-0.2638682425,-0.2793416381,-0.3098357207,0.05693907459,677830.0154,-4737879.028,237,-23.22580815,-126.4078685,1.0148102,-11.02499255,6.160286513,3.630379528,1.107159882,155.7791935,11.07159882,0.2476877198,-22.97455934,0.008183816094
68979000,-81.85795327,41.39854612,237.8,10.41492777,1747595378986,-3.207332134,-7.776415348,10.45138311,-0.0146359615,-0.3302399516,-0.2853765339,-0.3325705526,0.05275125199,677830.1708,-4737880.083,237,-23.07038927,-127.4634804,1.554188773,-10.55611994,5.996440478,3.956088933,1.066991898,156.8461854,10.66991898,0.2549912072,-21.13871948,0.01835839868
68979100,-81.85795115,41.39853675,237.8,10.00594444,1747595379079,-3.829761267,-7.851948738,10.42538929,-0.1234536469,-0.3966116607,-0.2914114296,-0.3553053846,0.0485634294,677830.3716,-4737881.096,237,-22.86965148,-128.4764677,2.007377985,-10.12987212,5.800428739,4.069101503,1.032685216,157.8788706,10.32685216,0.3209077272,-19.83478856,0.01303930917
68979200,-81.8579483,41.39852812,237.8,9.820744436,1747595379194,1.692926884,-6.007893085,10.661726,-0.2157295644,-0.1976033002,1.61677444,-0.3714121662,0.03971571578,677830.6273,-4737882.064,237,-22.6138637,-129.4446062,2.557877769,-9.681385299,5.544366477,4.073802805,1.001358877,158.8802295,10.01358877,0.1928443309,-18.83543988,0.009993486775
68979300,-81.85794475,41.39851985,237.8,9.692133325,1747595379306,-0.3487195969,-5.987071514,10.37265587,0.0740204379,-0.1702145636,-0.5839493275,-0.3888041073,0.03127850138,677830.9262,-4737882.999,237,-22.31498124,-130.3795715,2.988824565,-9.349653283,5.318533979,3.970295767,0.9815757169,159.8618052,9.815757169,0.1236238437,-18.43292274,0.004025171441
68979400,-81.85794005,41.39851197,237.85,9.53522777,1747595379384,-2.44188261,-6.007278681,9.990509033,0.09919837117,-0.2318030596,-0.6582626998,-0.3958860386,0.02604021559,677831.2799,-4737883.892,237.05,-21.96132684,-131.2717267,3.536544043,-8.921552226,5.256692941,3.887659784,0.9596938985,160.8214991,9.596938985,0.06171121576,-17.46470902,0.009682137173
68979500,-81.85793535,41.39850408,237.9,9.378322214,1747595379461,-4.535045624,-6.027485847,9.608362198,0.1243763044,-0.2933915555,-0.7325760722,-0.4029679699,0.0208019298,677831.6878,-4737884.745,237.1,-21.55345655,-132.1253343,4.078702916,-8.536075922,5.343064984,3.782474586,0.9460465613,161.7675457,9.460465613,0.08214339915,-16.60434069,0.008603683322
68979600,-81.85792995,41.39849663,237.8,9.37317777,1747595379575,-8.973682404,-4.513550758,11.56379318,-0.3968033791,-0.7419702411,-0.4360020757,-0.4076512298,-0.005934850463,677832.1582,-4737885.563,237,-21.08302946,-132.9433595,4.704270849,-8.180251662,5.481789236,3.682323896,0.9436454921,162.7111912,9.436454921,0.0632771512,-16.17576876,0.004285719275
68979700,-81.85792385,41.39848973,237.9,9.275433325,1747595379692,-5.06800127,-4.802577972,11.36392021,0.3314967752,0.3316672146,0.4887652397,-0.4025969492,-0.02602441279,677832.672,-4737886.354,237.1,-20.56922967,-133.7343272,5.137997946,-7.909676954,5.704058879,3.552117669,0.9431967579,163.6543879,9.431967579,0.1565342537,-15.8454593,0.003303094576
68979800,-81.85791655,41.39848307,237.9,9.473494436,1747595379783,-5.516845942,-4.848241568,10.64088106,0.09098960459,0.03804534674,0.299154181,-0.4121630314,-0.05643116058,677833.25,-4737887.111,237.1,-19.9912049,-134.4915657,5.780247693,-7.572385203,6.089506518,3.438802175,0.9526399165,164.6070279,9.526399165,0.05290472914,-15.69016999,0.001552893101
68979900,-81.85790925,41.3984764,237.9,9.671555547,1747595379874,-5.965690613,-4.893905163,9.917841911,-0.149517566,-0.2555765212,0.1095431224,-0.4217291136,-0.08683790837,677833.8936,-4737887.836,237.1,-19.347565,-135.2165577,6.436398947,-7.249919455,6.364273787,3.339311834,0.9694769905,165.5765048,9.694769905,0.02321435786,-16.15745348,-0.004672834893
68980000,-81.8579007,41.39847003,237.9,10.29403332,1747595379960,-6.212174416,-5.301252365,9.562929153,0.01692750491,-0.102757968,0.5132696629,-0.4236311514,-0.1063288434,677834.6012,-4737888.532,237.1,-18.63997816,-135.9126389,7.075868387,-6.960812248,6.382406191,3.208663364,0.9925765492,166.5690814,9.925765492,-0.3682678329,-17.50295026,-0.01345496778
68980100,-81.85789137,41.39846403,237.9,10.24773332,1747595380068,-4.991636276,-3.172777176,9.650560379,-0.01231347956,-0.1137644202,-0.8019227982,-0.4207758523,-0.1311261132,677835.3647,-4737889.2,237.1,-17.87650726,-136.58018,7.634709072,-6.675411519,6.319083654,3.159730022,1.014149405,167.5832308,10.14149405,-0.1062392747,-18.93391705,-0.01430966786
68980200,-81.85788143,41.39845843,237.9,10.72102221,1747595380186,-4.684346199,-4.160820484,9.433019638,-0.07974077761,-0.2714485824,0.6116121411,-0.4140163302,-0.1608569304,677836.1963,-4737889.835,237.1,-17.04491895,-137.2147333,8.315883046,-6.345532779,6.026811116,3.055502042,1.046038704,168.6292695,10.46038704,-0.2606351704,-21.69658817,-0.02762671122
68980300,-81.85787078,41.39845305,237.9,10.75188888,1747595380298,-5.269377708,-1.419052839,11.93884087,-0.36961779,-0.4026945531,0.2335598618,-0.3982106147,-0.1718584265,677837.0929,-4737890.437,237.1,-16.14827158,-137.81704,8.966473694,-6.02306704,5.644985413,2.933644242,1.080161965,169.7094315,10.80161965,0.04973077085,-25.28107465,-0.03584486484
68980400,-81.8578594,41.39844787,237.9,11.32292221,1747595380409,-0.2799038887,-1.820138216,10.83260345,0.05582787469,-0.144904837,0.24243325,-0.3787731742,-0.1829411574,677838.0416,-4737891.015,237.1,-15.19963257,-138.3952545,9.486390151,-5.782144349,4.954640718,2.672516955,1.110967107,170.8203986,11.10967107,-0.2132511387,-30.7863361,-0.05505261445
68980500,-81.85784695,41.39844295,237.9,11.66759999,1747595380489,1.428691626,-1.588049889,10.30277061,0.05864447914,-0.1933737919,0.05463617295,-0.3691288276,-0.1823904776,677839.045,-4737891.566,237.1,-14.1962216,-138.9464114,10.03410963,-5.511569651,4.10476268,2.341748835,1.144817698,171.9652163,11.44817698,-0.2194230126,-39.53745631,-0.08751120208
68980600,-81.8578345,41.39843803,237.9,12.01227777,1747595380569,3.13728714,-1.355961561,9.772937775,0.06146108359,-0.2418427467,-0.133160904,-0.359484481,-0.1818397978,677840.0915,-4737892.096,237.1,-13.14971596,-139.4760707,10.46505643,-5.296592489,3.167994529,1.96736661,1.172907916,173.1381242,11.72907916,-0.2831986043,-52.58125357,-0.1304379726
68980700,-81.85782128,41.39843365,237.9,12.16146666,1747595380655,3.111410856,1.330439568,9.812018394,0.121040225,0.1451020688,-0.1035869792,-0.3318517257,-0.1544736365,677841.1647,-4737892.606,237.1,-12.07651942,-139.9864561,10.73196541,-5.103854332,2.135938093,1.49608701,1.188378772,174.326503,11.88378772,-0.2776789354,-75.8895367,-0.2330828314
68980800,-81.85780805,41.39842923,237.9,11.81678888,1747595380786,4.278073788,3.52041769,9.523329735,-0.05174537003,-0.2015729398,-0.7647119761,-0.2966050935,-0.1336640333,677842.2446,-4737893.102,237.1,-10.99665016,-140.4820155,10.79869266,-4.955594242,0.8944819316,0.887197916,1.188148465,175.5146514,11.88148465,0.06469576787,-145.9023844,-0.700128477
68980900,-81.85779507,41.39842492,237.9,11.9351111,1747595380883,4.422327995,4.490487576,9.025815964,0.02803713642,-0.08954009414,-0.4202193916,-0.2642505167,-0.1124280453,677843.3211,-4737893.586,237.1,-9.920117252,-140.9664554,10.76532903,-4.84439915,-0.2502726162,0.2371119779,1.180510535,176.695162,11.80510535,-0.1300057495,-1495.601677,-13.49699292
68981000,-81.85778222,41.39842067,237.9,11.54413332,1747595380968,5.830440998,5.861434937,10.2521286,-0.05377188325,-0.08203472197,-0.4272343516,-0.2217810185,-0.08832865817,677844.3754,-4737894.076,237.1,-8.865826764,-141.4557138,10.54290488,-4.892583685,-1.29291765,-0.4102355886,1.162283177,177.8574451,11.62283177,0.07869844976,179.3821778,16.74983855
68981100,-81.85776997,41.39841625,238,11.41037777,1747595381063,4.726716042,6.406692028,9.148781776,0.06813751906,0.1270389557,-0.7144392133,-0.1892335618,-0.06305510957,677845.398,-4737894.578,237.2,-7.843231717,-141.9579449,10.22595046,-5.022311285,-2.339007384,-1.189776487,1.139270264,178.9967154,11.39270264,-0.01767512452,75.12102358,-1.042611543
68981200,-81.85775808,41.39841165,238,10.95766666,1747595381175,4.983584404,5.905379295,9.438178062,-0.02069540508,0.08973497152,-0.3710404932,-0.1424693291,-0.02104836839,677846.3789,-4737895.101,237.2,-6.8623412,-142.4816738,9.808905176,-5.237288438,-3.351677143,-1.944987036,1.111952386,180.1086678,11.11952386,0.1618572054,45.50782745,-0.2961319613
68981300,-81.85774675,41.39840665,238,10.80847777,1747595381285,5.297991276,6.806826115,9.995265961,0.06833744049,-0.01916517317,-0.8885582685,-0.1028242601,0.00177347801,677847.3064,-4737895.656,237.2,-5.934832479,-143.0357959,9.275087207,-5.541221667,-4.196601717,-2.603518325,1.080427602,181.1890954,10.80427602,-0.004201751315,32.18670612,-0.1332112133
68981400,-81.85773627,41.39840137,238,10.33518888,1747595381388,3.403567791,7.050230503,9.421226501,-0.119007349,-0.05385556072,-0.7917240858,-0.06794516789,0.02674523204,677848.1781,-4737896.249,237.2,-5.063068812,-143.6295777,8.717636672,-5.937817469,-4.967860557,-3.086017988,1.05477422,182.2438696,10.5477422,0.2125533166,25.12142224,-0.07065283883
68981500,-81.85772662,41.39839575,238,10.29403332,1747595381473,0.9456480742,7.528155327,9.373941422,-0.03344689682,0.1052188203,-1.149595141,-0.03979762075,0.03727978505,677849.0003,-4737896.879,237.2,-4.240933534,-144.2589419,8.22135278,-6.293641748,-5.309758621,-3.725804718,1.035377071,183.2792467,10.35377071,0.05973738908,20.89257728,-0.04228844954
68981600,-81.85771771,41.39838955,238.1,10.2220111,1747595381568,1.485489786,7.698434114,9.753461838,-0.115038218,-0.0416043438,-0.9277059138,-0.001775555146,0.03433255662,677849.7632,-4737897.554,237.3,-3.478018687,-144.933896,7.629148467,-6.749541583,-5.465151957,-4.228187912,1.018627596,184.2978743,10.18627596,-0.03573514399,18.40468447,-0.02487892809
68981700,-81.8577088,41.39838335,238.2,10.14998888,1747595381663,2.025331497,7.868712902,10.13298225,-0.1966295391,-0.1884275079,-0.7058166862,0.03624651046,0.03138532818,677850.4736,-4737898.276,237.4,-2.767651547,-145.6566641,7.103671406,-7.227680432,-5.496926837,-4.637866123,1.013417544,185.3112918,10.13417544,-0.01581343927,17.23605477,-0.01168629709
68981800,-81.85770102,41.3983763,238.2,10.21172221,1747595381746,2.409435749,7.578651905,7.935401917,-0.141715467,-0.06526371837,0.008455578238,0.06406764902,0.03612764795,677851.13,-4737899.049,237.4,-2.111222263,-146.4294699,6.564292832,-7.728058323,-5.483538852,-4.89755152,1.013966596,186.3252584,10.13966596,-0.07205625082,16.83622083,-0.003998339383
68981900,-81.85769368,41.39836887,238.2,10.40206666,1747595381889,-0.6818532944,5.897287846,8.983129501,0.2796642184,0.2025651038,-0.1631611586,0.1100596526,0.06891545866,677851.734,-4737899.869,237.4,-1.507201671,-147.2493483,6.040205918,-8.19878418,-5.374794419,-5.108188492,1.018352344,187.3436108,10.18352344,-0.218543222,16.97152239,0.001353015674
68982000,-81.85768727,41.398361,238.2,10.3609111,1747595381972,-1.702779531,8.075791359,9.953578949,0.1891421378,0.1134129614,-0.9153060317,0.1382891716,0.07229022607,677852.2753,-4737900.744,237.4,-0.9658768877,-148.1237123,5.413247838,-8.743640073,-5.686526343,-4.957517162,1.02837004,188.3719808,10.2837004,-0.07721070409,17.11725457,0.001457321751
68982100,-81.8576815,41.39835268,238.3,10.53067777,1747595382056,3.594584465,9.059922218,9.849654198,-0.1357220113,-0.2667075396,-2.140053511,0.1623689851,0.06229694841,677852.7597,-4737901.659,237.5,-0.4815482931,-149.0392185,4.843285945,-9.155061906,-5.982734381,-4.754828767,1.035724757,189.4077056,10.35724757,-0.1734301974,17.21732878,0.001000742094
68982200,-81.85767635,41.39834403,238.3,10.34033332,1747595382161,0.5309371948,8.309137344,9.529238701,-0.1258364767,-0.05863004178,-1.59618628,0.1965411164,0.07807390498,677853.1853,-4737902.615,237.5,-0.0558840693,-149.9954962,4.256642238,-9.562777197,-6.305445724,-4.427665367,1.046736408,190.454442,10.46736408,0.1270307595,17.48549409,0.002681653065
68982300,-81.85767198,41.39833513,238.3,10.79304444,1747595382268,3.221102953,7.581408501,8.306908607,0.1846861243,0.09847142547,-0.3581775725,0.2258093325,0.08436463616,677853.5601,-4737903.613,237.5,0.3189006299,-150.9932868,3.747846992,-9.977905508,-6.614523683,-4.053319487,1.065856254,191.5202982,10.65856254,-0.1344818959,18.02219091,0.005366968216
68982400,-81.85766817,41.39832587,238.3,11.0091111,1747595382376,2.949417114,9.147044182,10.29825783,-0.1055886671,-0.2138097286,-0.6056262255,0.2541093587,0.08136271925,677853.9032,-4737904.669,237.5,0.6619898868,-152.0492694,3.430892569,-10.55982646,-7.056540788,-3.68767342,1.110319587,192.6306178,11.10319587,0.09408477171,19.03809427,0.0101590336
68982500,-81.8576648,41.39831613,238.3,11.39494443,1747595382484,2.613663197,7.585630417,10.52810669,-0.09472525865,-0.1629763693,-0.5948737264,0.2797860616,0.08973582332,677854.1696,-4737905.758,237.5,0.9283428107,-153.1378693,2.663529239,-10.88599869,-7.270848534,-3.301428922,1.120711183,193.751329,11.20711183,-0.1878326078,19.41935903,0.003812647643
68982600,-81.85766093,41.3983052,238.5,11.06055555,1747595382595,2.952348232,8.046983719,9.375663757,0.1368486136,0.3300328851,-0.7311036587,0.3024767218,0.1020985053,677854.355,-4737906.874,237.7,1.113788949,-154.2542679,1.854461381,-11.1639864,-7.572487204,-2.765022012,1.131696158,194.8830251,11.31696158,0.2564060316,19.62711117,0.002077521388
68982700,-81.85766038,41.39829508,238.5,11.47725555,1747595382718,2.83615756,7.293798447,8.518173218,0.08526185155,0.06697874516,-0.1197668463,0.3306556723,0.106777649,677854.4504,-4737908.011,237.7,1.209153305,-155.391423,0.9536435595,-11.37155056,-7.808653814,-2.275215964,1.141146784,196.0241719,11.41146784,-0.06578770942,19.84867755,0.002215663777
68982800,-81.85766087,41.39828493,238.6,11.17373332,1747595382802,2.110386372,8.855881691,10.44270325,0.1649820507,-0.07395030558,-2.219600916,0.3473234789,0.09928218844,677854.4479,-4737909.164,237.8,1.206651033,-156.5437747,-0.02502271906,-11.52351718,-7.980279967,-1.801973456,1.152354435,197.1765264,11.52354435,0.349811028,20.24393496,0.00395257411
68982900,-81.85766245,41.39827473,238.6,11.89395555,1747595382886,6.91398716,9.805774689,11.08241749,-0.1732003242,-0.5554790497,-1.073023677,0.3604953395,0.09546006848,677854.3173,-4737910.307,237.8,1.076115858,-157.6872308,-1.305351751,-11.43456112,-8.060407923,-1.31123443,1.15088284,198.3274092,11.5088284,-0.385127146,20.48992416,0.002459892042
68983000,-81.85766495,41.39826432,238.6,11.68817777,1747595383010,1.656792641,7.609147072,11.0002079,-0.05180957168,-0.4010451734,-2.393204689,0.3881132576,0.1064656522,677854.1141,-4737911.46,237.8,0.8728757877,-158.8399532,-2.032400701,-11.52722367,-8.169006939,-0.8359805649,1.170502192,199.4979114,11.70502192,0.01684415323,21.11543672,0.00625512562
68983100,-81.85766876,41.39825378,238.6,11.92739443,1747595383083,2.95415616,9.067636967,11.19705486,0.1443168111,-0.06577204168,-2.22015357,0.4017023801,0.105032938,677853.833,-4737912.617,237.8,0.5917872634,-159.9967527,-2.810885243,-11.5679952,-8.287485608,-0.4294284554,1.190460368,200.6883718,11.90460368,-0.02279074988,21.72821055,0.006127738263
68983200,-81.85767257,41.39824325,238.6,12.1666111,1747595383155,4.25151968,10.52612686,11.39390182,0.3404431939,0.26950109,-2.047102451,0.4152915026,0.1036002238,677853.4802,-4737913.779,237.8,0.2389669495,-161.1594826,-3.528203139,-11.62729926,-8.325440956,0.01141393881,1.215081502,201.9034533,12.15081502,-0.0157960841,22.6213194,0.00893108852
68983300,-81.85767772,41.39823292,238.6,12.63475554,1747595383272,3.998117208,5.592400551,7.025999546,0.5658668876,0.337531209,-0.08141688257,0.4259232575,0.1085020057,677853.054,-4737914.943,237.8,-0.1872533347,-162.3233245,-4.262202842,-11.63841877,-8.309926163,0.4331119395,1.239431985,203.1428853,12.39431985,-0.2404356939,23.62780652,0.01006487117
68983400,-81.8576836,41.39822245,238.7,12.63989999,1747595383412,4.453235149,6.810990334,6.672434807,0.4700213075,0.3630432487,0.0257014744,0.4468507961,0.1136440953,677852.5709,-4737916.097,237.9,-0.6703307935,-163.4775295,-4.830774588,-11.54204968,-8.239477911,0.8044528781,1.25122058,204.3941058,12.5122058,-0.1276941875,24.22210971,0.005943031877
68983500,-81.8576905,41.39821198,238.7,13.12862221,1747595383496,-0.1285865307,6.135783195,9.46169281,-0.1188426837,-0.4497411549,-2.72146678,0.4584449391,0.09400409891,677852.0012,-4737917.238,237.9,-1.240014657,-164.6183911,-5.696838632,-11.4086156,-7.706376149,0.9767343569,1.275188144,205.669294,12.75188144,-0.3767407721,27.19157278,0.02969463069
68983600,-81.85769772,41.39820188,238.7,13.20578888,1747595383589,2.032795906,9.60472393,9.901227951,-0.0366107747,0.1209729239,0.397464931,0.4765662728,0.1043382614,677851.3673,-4737918.37,237.9,-1.873923494,-165.750357,-6.339088376,-11.31965952,-7.386973174,1.254570625,1.297377097,206.9666711,12.97377097,-0.2320179113,29.27431273,0.02082739953
68983700,-81.85770672,41.39819195,238.7,13.42957221,1747595383671,0.5764256716,8.942250252,9.543269157,0.005847616121,0.1797715463,0.1834156113,0.4903137195,0.1038444679,677850.6572,-4737919.488,237.9,-2.584012604,-166.8682382,-7.100891102,-11.17881241,-7.069924229,1.460845564,1.324343239,208.2910143,13.24343239,-0.1861398234,31.94418702,0.02669874293
68983800,-81.85771572,41.39818202,238.7,13.65335554,1747595383753,-0.8799445629,8.279776573,9.185310364,0.04830600694,0.2385701686,-0.03063370846,0.5040611661,0.1033506745,677849.8732,-4737920.586,237.9,-3.368057746,-167.9661044,-7.840451415,-10.97866126,-6.82439603,1.704718659,1.349087401,209.6401017,13.49087401,-0.1624815345,34.24674869,0.02302561665
68983900,-81.85772617,41.39817218,238.7,14.10606665,1747595383890,0.4020308256,6.67036581,9.690720558,-0.04021896422,-0.05935715511,-1.029806495,0.5115124033,0.08821892876,677849.0063,-4737921.666,237.9,-4.234955885,-169.0458086,-8.668981389,-10.79704263,-6.605616539,1.964113267,1.38465652,211.0247582,13.8465652,-0.2595014512,37.07975725,0.02833008559
68984000,-81.8577375,41.39816262,238.7,14.3890111,1747595383998,2.321536541,7.140450001,9.161032677,-0.1301588863,-0.06930132955,-0.1669692099,0.517353595,0.088820356,677848.0692,-4737922.721,237.9,-5.172056647,-170.1014206,-9.371007622,-10.55611995,-6.854007747,2.414782318,1.411550397,212.4363086,14.11550397,-0.2735071314,36.5956648,-0.004840924469
68984100,-81.85774968,41.39815333,238.7,14.65137777,1747595384111,0.823989749,8.829317093,9.388019562,0.01547658257,-0.01447273232,-0.919269383,0.5347511445,0.08739705664,677847.0619,-4737923.753,237.9,-6.179360033,-171.1329404,-10.07303386,-10.31519726,-6.776138389,2.727090639,1.441767338,213.878076,14.41767338,-0.2337043886,38.1051892,0.01509524404
68984200,-81.85776289,41.39814448,238.65,14.8288611,1747595384185,0.3062316328,8.160413265,8.947892666,-0.08330474887,-0.1564699905,-0.5684511364,0.5411625046,0.07889442924,677845.9881,-4737924.754,237.85,-7.253112634,-172.1344374,-10.73752602,-10.01497054,-6.759996462,3.046923416,1.468312296,215.3463883,14.68312296,-0.1457381348,39.08328055,0.009780913466
68984300,-81.8577761,41.39813563,238.6,15.00634443,1747595384258,-0.2115264833,7.491509438,8.50776577,-0.1820860803,-0.2984672487,-0.2176328897,0.5475738648,0.07039180183,677844.851,-4737925.723,237.8,-8.39025612,-173.1036879,-11.37143485,-9.692504797,-6.68878474,3.2762201,1.494169267,216.8405575,14.94169267,-0.06465175964,40.5679896,0.01484709047
68984400,-81.85779053,41.39812715,238.6,15.35616665,1747595384371,1.01289928,7.188310146,9.15796566,-0.03725780174,-0.1042961329,-0.4310264289,0.5583679397,0.0574295983,677843.6696,-4737926.657,237.8,-9.571606405,-174.0373559,-11.81350286,-9.336680537,-6.531641783,3.445272484,1.50576377,218.3463213,15.0576377,-0.2985289514,41.70959186,0.01141602264
68984500,-81.85780567,41.39811903,238.6,15.75228888,1747595384480,0.466483891,7.356483936,10.160285,0.1092007235,0.2817018032,-0.2135079503,0.5697474484,0.06855904563,677842.4249,-4737927.554,237.8,-10.81634758,-174.9341443,-12.4474117,-8.967883494,-6.369654433,3.706866294,1.534147947,219.8804693,15.34147947,-0.4108094055,43.50362925,0.01794037388
68984600,-81.8578205,41.39811135,238.5,16.24615554,1747595384590,0.960744679,8.499639511,10.64332008,-0.01694383286,0.08227551728,0.128426373,0.5842942956,0.07506162473,677841.1167,-4737928.414,237.7,-12.12447963,-175.7940529,-13.08132053,-8.599086478,-6.414503726,3.972949329,1.565455957,221.4459252,15.65455957,-0.5915959759,44.62533857,0.01121709324
68984700,-81.85783751,41.39810416,238.5,16.4725111,1747595384676,0.9420476854,7.448230743,9.955685139,-0.04273081105,-0.0001253336668,-0.09837915003,0.5849133009,0.06898397236,677839.7449,-4737929.227,237.7,-13.4962806,-176.6072597,-13.71800968,-8.132067127,-6.368568304,4.249295229,1.594723503,223.0406487,15.94723503,-0.5252760628,45.97869977,0.01353361195
68984800,-81.85785452,41.39809697,238.5,16.69886665,1747595384762,0.9233506918,6.396821976,9.268050194,-0.06851778924,-0.08252618462,-0.3251846731,0.5855323062,0.06290632,677838.3097,-4737929.995,237.7,-14.93147245,-177.375247,-14.35191851,-7.679873779,-6.450282276,4.477150027,1.627753133,224.6684018,16.27753133,-0.4213353186,47.37802799,0.01399328222
68984900,-81.85787277,41.39809058,238.5,16.98695554,1747595384914,0.8117693663,6.244983673,8.832315445,-0.1125759333,-0.2838225961,-0.2807849944,0.5860868073,0.03884469559,677836.7986,-4737930.718,237.7,-16.44256654,-178.0983857,-15.11094094,-7.231386947,-6.500793972,4.670544903,1.675211906,226.3436137,16.75211906,-0.234836476,50.09321468,0.02715186692
68985000,-81.8578917,41.3980845,238.5,17.47053332,1747595384998,0.4087697864,6.538072109,8.647837639,0.1253171861,-0.0002294653095,-0.2122680992,0.5962676525,0.04004300413,677835.2281,-4737931.399,237.7,-18.0131591,-178.7788996,-15.70592555,-6.805139119,-6.520017046,4.664547129,1.711683428,228.0552972,17.11683428,-0.3536990383,53.50861448,0.03415399799
68985100,-81.85791108,41.39807883,238.4,17.68659998,1747595385107,-0.8417972326,7.359392166,10.92141628,0.1166768819,0.094152987,-0.6951944828,0.6041096048,0.03788507541,677833.598,-4737932.037,237.6,-19.64325011,-179.4167888,-16.30091016,-6.37889131,-6.341710533,4.472291227,1.750456873,229.8057541,17.50456873,-0.1820312584,59.49271148,0.05984096993
68985200,-81.85793166,41.39807356,238.4,18.10844443,1747595385189,-0.4055343866,6.052192926,10.19722223,-0.07077958435,0.04873244837,-0.1159173548,0.5964050467,0.03274990635,677831.9134,-4737932.634,237.6,-21.32783505,-180.0146477,-16.84584933,-5.978589002,-6.016177076,4.109698568,1.787529486,231.5932835,17.87529486,-0.233149572,68.37947436,0.08886762884
68985300,-81.85795223,41.39806828,238.4,18.53028887,1747595385271,0.03072845936,4.744993687,9.473028183,-0.2582360506,0.003311909735,0.4633597732,0.5887004887,0.02761473728,677830.1751,-4737933.19,237.6,-23.06607981,-180.5698818,-17.38244761,-5.552341184,-5.495354452,3.677022832,1.824768416,233.418052,18.24768416,-0.2826047081,81.17462542,0.1279515107
68985400,-81.85797375,41.3980637,238.4,18.86467776,1747595385378,-2.570435762,1.657959104,9.798776627,0.01072549075,0.04948682338,-0.7555857897,0.5659927458,0.02054679772,677828.3692,-4737933.697,237.6,-24.87202492,-181.0769314,-18.05945112,-5.07049581,-4.747799524,3.202617113,1.87577638,235.2938283,18.7577638,-0.1069139659,101.871889,0.206972636
68985500,-81.8579959,41.39805953,238.4,19.34311109,1747595385496,-0.6759115458,-0.6570515633,9.116523743,0.1786562055,0.06035361812,0.02679136582,0.5354649188,0.005774520095,677826.5154,-4737934.164,237.6,-26.72579122,-181.5445067,-18.53766305,-4.675753266,-3.774430272,2.826829366,1.911825358,237.2056537,19.11825358,-0.2248575117,126.3122463,0.2444035726
68985600,-81.85801934,41.39805603,238.45,19.54631665,1747595385580,1.492839277,-2.118019342,9.375594616,0.1028156467,-0.01184639893,-0.1344950637,0.4958997907,0.001109967474,677824.6187,-4737934.597,237.65,-28.62251319,-181.9774262,-18.9672197,-4.329195265,-2.757370564,2.476789615,1.945500848,239.1511545,19.45500848,-0.09130817356,158.4859777,0.3217373142
68985700,-81.85804278,41.39805253,238.5,19.74952221,1747595385664,3.661590099,-3.578987122,9.634665489,0.02697508782,-0.08404641598,-0.2957814932,0.4563346626,-0.003554585148,677822.697,-4737935.016,237.7,-30.54425788,-182.3966317,-19.21744687,-4.192054663,-1.494846276,2.010435464,1.966935654,241.1180902,19.66935654,-0.08016567008,215.0843524,0.565983747
